"user.id","game.title","behavior.name","value"
53875128,"Left 4 Dead 2","purchase",1
53875128,"Left 4 Dead 2","play",71
53875128,"Far Cry 3","purchase",1
53875128,"Far Cry 3","play",35
53875128,"Space Pirates and Zombies","purchase",1
53875128,"Space Pirates and Zombies","play",24
53875128,"Dying Light","purchase",1
53875128,"Dying Light","play",23
53875128,"Just Cause 2","purchase",1
53875128,"Just Cause 2","play",23
53875128,"Mad Max","purchase",1
53875128,"Mad Max","play",22
53875128,"Portal 2","purchase",1
53875128,"Portal 2","play",21
53875128,"RUNNING WITH RIFLES","purchase",1
53875128,"RUNNING WITH RIFLES","play",18.5
53875128,"Tropico 4","purchase",1
53875128,"Tropico 4","play",14.3
53875128,"Cave Story+","purchase",1
53875128,"Cave Story+","play",13.7
53875128,"F.E.A.R.","purchase",1
53875128,"F.E.A.R.","play",12.5
53875128,"Saints Row IV","purchase",1
53875128,"Saints Row IV","play",11.1
53875128,"DayZ","purchase",1
53875128,"DayZ","play",11
53875128,"Half-Life 2","purchase",1
53875128,"Half-Life 2","play",10.2
53875128,"Reassembly","purchase",1
53875128,"Reassembly","play",10.1
53875128,"The Talos Principle","purchase",1
53875128,"The Talos Principle","play",9.8
53875128,"Bastion","purchase",1
53875128,"Bastion","play",9.6
53875128,"Gunpoint","purchase",1
53875128,"Gunpoint","play",8.6
53875128,"Overgrowth","purchase",1
53875128,"Overgrowth","play",7.3
53875128,"Ori and the Blind Forest","purchase",1
53875128,"Ori and the Blind Forest","play",7
53875128,"Game Dev Tycoon","purchase",1
53875128,"Game Dev Tycoon","play",6.4
53875128,"Sniper Elite 3","purchase",1
53875128,"Sniper Elite 3","play",6.2
53875128,"Gratuitous Space Battles","purchase",1
53875128,"Gratuitous Space Battles","play",6
53875128,"Rogue Legacy","purchase",1
53875128,"Rogue Legacy","play",5.7
53875128,"From Dust","purchase",1
53875128,"From Dust","play",5.6
53875128,"Rivals of Aether","purchase",1
53875128,"Rivals of Aether","play",5.5
53875128,"Nidhogg","purchase",1
53875128,"Nidhogg","play",4.9
53875128,"Dishonored","purchase",1
53875128,"Dishonored","play",4.3
53875128,"Distance","purchase",1
53875128,"Distance","play",4
53875128,"Epic Battle Fantasy 4","purchase",1
53875128,"Epic Battle Fantasy 4","play",4
53875128,"Miasmata","purchase",1
53875128,"Miasmata","play",3.4
53875128,"Dead Space","purchase",1
53875128,"Dead Space","play",3.3
53875128,"Hotline Miami","purchase",1
53875128,"Hotline Miami","play",3.2
53875128,"NOT A HERO","purchase",1
53875128,"NOT A HERO","play",3
53875128,"Crypt of the NecroDancer","purchase",1
53875128,"Crypt of the NecroDancer","play",2.8
53875128,"Portal","purchase",1
53875128,"Portal","play",2.8
53875128,"SteamWorld Dig","purchase",1
53875128,"SteamWorld Dig","play",2.6
53875128,"Kairo","purchase",1
53875128,"Kairo","play",2.5
53875128,"The Binding of Isaac","purchase",1
53875128,"The Binding of Isaac","play",2.4
53875128,"Starpoint Gemini 2","purchase",1
53875128,"Starpoint Gemini 2","play",2
53875128,"The Vanishing of Ethan Carter","purchase",1
53875128,"The Vanishing of Ethan Carter","play",1.9
53875128,"Goat Simulator","purchase",1
53875128,"Goat Simulator","play",1.9
53875128,"Mass Effect","purchase",1
53875128,"Mass Effect","play",1.9
53875128,"Banished","purchase",1
53875128,"Banished","play",1.8
53875128,"Left 4 Dead","purchase",1
53875128,"Left 4 Dead","play",1.7
53875128,"Grand Theft Auto IV","purchase",1
53875128,"Grand Theft Auto IV","play",1.5
53875128,"HOARD","purchase",1
53875128,"HOARD","play",1.4
53875128,"L.A. Noire","purchase",1
53875128,"L.A. Noire","play",1.3
53875128,"Floating Point","purchase",1
53875128,"Floating Point","play",1.1
53875128,"Grow Home","purchase",1
53875128,"Grow Home","play",1.1
53875128,"LUFTRAUSERS","purchase",1
53875128,"LUFTRAUSERS","play",1
53875128,"Arma 2","purchase",1
53875128,"Arma 2","play",1
53875128,"FEZ","purchase",1
53875128,"FEZ","play",0.9
53875128,"Bleed","purchase",1
53875128,"Bleed","play",0.8
53875128,"Borderlands 2","purchase",1
53875128,"Borderlands 2","play",0.8
53875128,"Race The Sun","purchase",1
53875128,"Race The Sun","play",0.8
53875128,"Shadowgrounds","purchase",1
53875128,"Shadowgrounds","play",0.8
53875128,"They Bleed Pixels","purchase",1
53875128,"They Bleed Pixels","play",0.8
53875128,"Sir, You Are Being Hunted","purchase",1
53875128,"Sir, You Are Being Hunted","play",0.8
53875128,"Symphony","purchase",1
53875128,"Symphony","play",0.7
53875128,"DLC Quest","purchase",1
53875128,"DLC Quest","play",0.7
53875128,"The Stanley Parable","purchase",1
53875128,"The Stanley Parable","play",0.6
53875128,"Freedom Planet","purchase",1
53875128,"Freedom Planet","play",0.6
53875128,"Osmos","purchase",1
53875128,"Osmos","play",0.6
53875128,"FINAL FANTASY VII","purchase",1
53875128,"FINAL FANTASY VII","play",0.6
53875128,"404Sight","purchase",1
53875128,"404Sight","play",0.5
53875128,"Psychonauts","purchase",1
53875128,"Psychonauts","play",0.5
53875128,"Rock of Ages","purchase",1
53875128,"Rock of Ages","play",0.5
53875128,"Air Brawl","purchase",1
53875128,"Air Brawl","play",0.5
53875128,"Cat Goes Fishing","purchase",1
53875128,"Cat Goes Fishing","play",0.5
53875128,"One Finger Death Punch","purchase",1
53875128,"One Finger Death Punch","play",0.5
53875128,"INK","purchase",1
53875128,"INK","play",0.4
53875128,"Intrusion 2","purchase",1
53875128,"Intrusion 2","play",0.4
53875128,"Fieldrunners","purchase",1
53875128,"Fieldrunners","play",0.4
53875128,"Out There Somewhere","purchase",1
53875128,"Out There Somewhere","play",0.4
53875128,"KAMI","purchase",1
53875128,"KAMI","play",0.4
53875128,"NightSky","purchase",1
53875128,"NightSky","play",0.4
53875128,"Frozen Synapse","purchase",1
53875128,"Frozen Synapse","play",0.4
53875128,"Hammerfight","purchase",1
53875128,"Hammerfight","play",0.4
53875128,"Ziggurat","purchase",1
53875128,"Ziggurat","play",0.4
53875128,"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome","purchase",1
53875128,"AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome","play",0.4
53875128,"GRID 2","purchase",1
53875128,"GRID 2","play",0.3
53875128,"Strike Vector","purchase",1
53875128,"Strike Vector","play",0.3
53875128,"Prison Architect","purchase",1
53875128,"Prison Architect","play",0.3
53875128,"Outlast","purchase",1
53875128,"Outlast","play",0.3
53875128,"Super Hexagon","purchase",1
53875128,"Super Hexagon","play",0.2
53875128,"Shatter","purchase",1
53875128,"Shatter","play",0.2
53875128,"Proteus","purchase",1
53875128,"Proteus","play",0.2
53875128,"Jamestown","purchase",1
53875128,"Jamestown","play",0.2
53875128,"Spelunky","purchase",1
53875128,"Spelunky","play",0.2
53875128,"Risk of Rain","purchase",1
53875128,"Risk of Rain","play",0.2
53875128,"Survarium","purchase",1
53875128,"Survarium","play",0.2
53875128,"BIT.TRIP RUNNER","purchase",1
53875128,"BIT.TRIP RUNNER","play",0.1
53875128,"Skullgirls","purchase",1
53875128,"Skullgirls","play",0.1
53875128,"Reus","purchase",1
53875128,"Reus","play",0.1
53875128,"Kill The Bad Guy","purchase",1
53875128,"Freaking Meatbags","purchase",1
53875128,"Saints Row 2","purchase",1
53875128,"Dyad","purchase",1
53875128,"Starseed Pilgrim","purchase",1
53875128,"The Floor is Jelly","purchase",1
53875128,"Super Meat Boy","purchase",1
53875128,"Goats on a Bridge","purchase",1
53875128,"System Shock 2","purchase",1
53875128,"And Yet It Moves","purchase",1
53875128,"Cogs","purchase",1
53875128,"Rodina","purchase",1
53875128,"140","purchase",1
53875128,"Alan Wake","purchase",1
53875128,"Anachronox","purchase",1
53875128,"Antichamber","purchase",1
53875128,"A Story About My Uncle","purchase",1
53875128,"BEEP","purchase",1
53875128,"Betrayer","purchase",1
53875128,"BioShock Infinite","purchase",1
53875128,"Blockland","purchase",1
53875128,"Braid","purchase",1
53875128,"Breach & Clear","purchase",1
53875128,"Capsized","purchase",1
53875128,"Child of Light","purchase",1
53875128,"Cinders","purchase",1
53875128,"Cloudbuilt","purchase",1
53875128,"Company of Heroes","purchase",1
53875128,"Contagion","purchase",1
53875128,"Cook, Serve, Delicious!","purchase",1
53875128,"Crayon Physics Deluxe","purchase",1
53875128,"Cry of Fear","purchase",1
53875128,"Daikatana","purchase",1
53875128,"Deadlight","purchase",1
53875128,"Deadlight Original Soundtrack","purchase",1
53875128,"Democracy 3","purchase",1
53875128,"Devil May Cry 4","purchase",1
53875128,"Door Kickers","purchase",1
53875128,"English Country Tune","purchase",1
53875128,"F.E.A.R. 3","purchase",1
53875128,"Fallout 3","purchase",1
53875128,"FarSky","purchase",1
53875128,"Fieldrunners 2","purchase",1
53875128,"FINAL FANTASY III","purchase",1
53875128,"FINAL FANTASY VIII","purchase",1
53875128,"FRACT OSC","purchase",1
53875128,"GameGuru","purchase",1
53875128,"GameGuru - Buildings Pack","purchase",1
53875128,"Geometry Dash","purchase",1
53875128,"Gods Will Be Watching","purchase",1
53875128,"Gone Home","purchase",1
53875128,"GRID","purchase",1
53875128,"Guacamelee! Gold Edition","purchase",1
53875128,"Half-Life","purchase",1
53875128,"Hammerwatch","purchase",1
53875128,"Hero Siege","purchase",1
53875128,"How to Survive","purchase",1
53875128,"I am Bread","purchase",1
53875128,"INK - Soundtrack + Art","purchase",1
53875128,"Ittle Dew","purchase",1
53875128,"Just Cause","purchase",1
53875128,"Kerbal Space Program","purchase",1
53875128,"Killing Floor","purchase",1
53875128,"Labyrinthine Dreams","purchase",1
53875128,"Lara Croft and the Guardian of Light","purchase",1
53875128,"Last Word","purchase",1
53875128,"Legends of Persia","purchase",1
53875128,"LIMBO","purchase",1
53875128,"LISA","purchase",1
53875128,"Little Inferno","purchase",1
53875128,"Magicka","purchase",1
53875128,"Mass Effect 2","purchase",1
53875128,"Max Payne 3","purchase",1
53875128,"Mechanic Escape","purchase",1
53875128,"METAL SLUG 3","purchase",1
53875128,"Metro 2033 Redux","purchase",1
53875128,"Mini Ninjas","purchase",1
53875128,"Mitsurugi Kamui Hikae","purchase",1
53875128,"Need for Speed Undercover","purchase",1
53875128,"Never Alone (Kisima Ingitchuna)","purchase",1
53875128,"Neverending Nightmares","purchase",1
53875128,"One Way Heroics","purchase",1
53875128,"Ori and the Blind Forest (Original Soundtrack)","purchase",1
53875128,"Papers, Please","purchase",1
53875128,"PAYDAY 2","purchase",1
53875128,"Penny Arcade's On the Rain-Slick Precipice of Darkness 3","purchase",1
53875128,"Pixel Piracy","purchase",1
53875128,"POSTAL 2","purchase",1
53875128,"Project Temporality","purchase",1
53875128,"RAGE","purchase",1
53875128,"Red Faction Guerrilla Steam Edition","purchase",1
53875128,"Remember Me","purchase",1
53875128,"Remnants Of Isolation","purchase",1
53875128,"resident evil 4 / biohazard 4","purchase",1
53875128,"Resident Evil Revelations / Biohazard Revelations","purchase",1
53875128,"Rochard","purchase",1
53875128,"RPG Maker VX Ace","purchase",1
53875128,"Screencheat","purchase",1
53875128,"Scribblenauts Unlimited","purchase",1
53875128,"Shadowgrounds Survivor","purchase",1
53875128,"Shadowrun Returns","purchase",1
53875128,"Shadow Warrior","purchase",1
53875128,"Shank","purchase",1
53875128,"Skulls of the Shogun","purchase",1
53875128,"Sonic CD","purchase",1
53875128,"Space Engineers","purchase",1
53875128,"Spiral Knights","purchase",1
53875128,"Spriter Pro","purchase",1
53875128,"State of Decay","purchase",1
53875128,"Survivalist","purchase",1
53875128,"Syberia","purchase",1
53875128,"Terraria","purchase",1
53875128,"The Banner Saga","purchase",1
53875128,"The Beginner's Guide","purchase",1
53875128,"The Bridge","purchase",1
53875128,"The Cat Lady","purchase",1
53875128,"The Incredible Adventures of Van Helsing II","purchase",1
53875128,"The Long Dark","purchase",1
53875128,"The Swapper","purchase",1
53875128,"The Wolf Among Us","purchase",1
53875128,"Thief","purchase",1
53875128,"This War of Mine","purchase",1
53875128,"Thomas Was Alone","purchase",1
53875128,"Tomb Raider","purchase",1
53875128,"Torchlight","purchase",1
53875128,"Toribash","purchase",1
53875128,"Transistor","purchase",1
53875128,"Undertale","purchase",1
53875128,"Unholy Heights","purchase",1
53875128,"Unturned","purchase",1
53875128,"Vessel","purchase",1
53875128,"VVVVVV","purchase",1
53875128,"Wizorb","purchase",1
53875128,"Ys Origin","purchase",1
53875128,"Zen Bound 2","purchase",1
140954425,"Team Fortress 2","purchase",1
140954425,"Team Fortress 2","play",13
26122540,"Dungeon Defenders","purchase",1
26122540,"Dungeon Defenders","play",6.8
26122540,"ArcheAge","purchase",1
176410694,"Dota 2","purchase",1
176410694,"Dota 2","play",9.1
197278511,"Dota 2","purchase",1
197278511,"Dota 2","play",0.5
150128162,"Team Fortress 2","purchase",1
150128162,"Team Fortress 2","play",42
197455089,"Dota 2","purchase",1
197455089,"Dota 2","play",3.4
297811211,"Team Fortress 2","purchase",1
297811211,"Team Fortress 2","play",10.1
297811211,"Unturned","purchase",1
297811211,"Unturned","play",5.6
76933274,"Alien Swarm","purchase",1
76933274,"Alien Swarm","play",1
218323237,"Dota 2","purchase",1
218323237,"Dota 2","play",14.8
218323237,"Tomb Raider","purchase",1
218323237,"Tomb Raider","play",8.8
218323237,"TERA","purchase",1
218323237,"TERA","play",0.9
302186258,"Dota 2","purchase",1
302186258,"Dota 2","play",4.2
126340495,"Dota 2","purchase",1
126340495,"Dota 2","play",1784
126340495,"Rust","purchase",1
126340495,"Rust","play",69
126340495,"Saints Row IV","purchase",1
126340495,"Saints Row IV","play",48
126340495,"Team Fortress 2","purchase",1
126340495,"Team Fortress 2","play",16.1
126340495,"Garry's Mod","purchase",1
126340495,"Garry's Mod","play",10.2
126340495,"Outlast","purchase",1
126340495,"Outlast","play",4.1
126340495,"Robocraft","purchase",1
126340495,"Robocraft","play",2.3
126340495,"Far Cry 3","purchase",1
126340495,"Far Cry 3","play",2.2
126340495,"Everlasting Summer","purchase",1
126340495,"Everlasting Summer","play",0.6
126340495,"War Thunder","purchase",1
126340495,"War Thunder","play",0.4
126340495,"Fishing Planet","purchase",1
126340495,"Cannons Lasers Rockets","purchase",1
126340495,"Neverwinter","purchase",1
126340495,"RIFT","purchase",1
126340495,"Unturned","purchase",1
126340495,"Warframe","purchase",1
256193015,"Toribash","purchase",1
194895541,"Dota 2","purchase",1
194895541,"Dota 2","play",1.1
170625356,"Dota 2","purchase",1
170625356,"Dota 2","play",7.4
159538705,"Left 4 Dead 2","purchase",1
167362888,"Dota 2","purchase",1
167362888,"Dota 2","play",135
208649703,"Clicker Heroes","purchase",1
208649703,"Unturned","purchase",1
299889828,"Crusaders of the Lost Idols","purchase",1
299889828,"GASP","purchase",1
225987202,"Dota 2","purchase",1
225987202,"Dota 2","play",3.8
195071563,"Dota 2","purchase",1
195071563,"Dota 2","play",6.2
254906420,"Team Fortress 2","purchase",1
254906420,"Team Fortress 2","play",1.2
247160953,"Dota 2","purchase",1
247160953,"Dota 2","play",1.9
308653033,"Unturned","purchase",1
308653033,"Unturned","play",0.6
144138643,"Dota 2","purchase",1
144138643,"Dota 2","play",5.2
197902002,"Unturned","purchase",1
97298878,"Mafia II","purchase",1
97298878,"Mafia II","play",15.9
97298878,"Race The Sun","purchase",1
97298878,"Race The Sun","play",10.5
97298878,"Space Pirates and Zombies","purchase",1
97298878,"Space Pirates and Zombies","play",9.5
97298878,"Revenge of the Titans","purchase",1
97298878,"Revenge of the Titans","play",9.2
97298878,"Team Fortress 2","purchase",1
97298878,"Team Fortress 2","play",9
97298878,"Dota 2","purchase",1
97298878,"Dota 2","play",8.6
97298878,"Super Puzzle Platformer Deluxe","purchase",1
97298878,"Super Puzzle Platformer Deluxe","play",5.9
97298878,"Super Meat Boy","purchase",1
97298878,"Super Meat Boy","play",4.7
97298878,"LIMBO","purchase",1
97298878,"LIMBO","play",1.3
97298878,"Painkiller Overdose","purchase",1
97298878,"Painkiller Overdose","play",0.4
97298878,"Cogs","purchase",1
97298878,"Cogs","play",0.2
97298878,"Crayon Physics Deluxe","purchase",1
97298878,"Crayon Physics Deluxe","play",0.2
97298878,"Osmos","purchase",1
97298878,"Osmos","play",0.1
97298878,"Adventures of Shuggy","purchase",1
97298878,"And Yet It Moves","purchase",1
97298878,"Bastion","purchase",1
97298878,"BIT.TRIP RUNNER","purchase",1
97298878,"Braid","purchase",1
97298878,"Commando Jack","purchase",1
97298878,"Cortex Command","purchase",1
97298878,"Dead Space","purchase",1
97298878,"Dino D-Day","purchase",1
97298878,"Eets Munchies","purchase",1
97298878,"Enclave","purchase",1
97298878,"FEZ","purchase",1
97298878,"Hammerfight","purchase",1
97298878,"Little Inferno","purchase",1
97298878,"Machinarium","purchase",1
97298878,"RACE 07","purchase",1
97298878,"VVVVVV","purchase",1
173909336,"APB Reloaded","purchase",1
173909336,"APB Reloaded","play",5.9
198572546,"Dota 2","purchase",1
198572546,"Dota 2","play",12.7
219509107,"Dota 2","purchase",1
219509107,"Dota 2","play",2.1
202906503,"Dota 2","purchase",1
202906503,"Dota 2","play",10.4
92107940,"7 Days to Die","purchase",1
92107940,"7 Days to Die","play",99
92107940,"Garry's Mod","purchase",1
92107940,"Garry's Mod","play",40
92107940,"Hotline Miami","purchase",1
92107940,"Hotline Miami","play",8.4
92107940,"Goat Simulator","purchase",1
92107940,"Goat Simulator","play",1.9
92107940,"BioShock Infinite","purchase",1
251431515,"Dota 2","purchase",1
251431515,"Dota 2","play",0.9
99189757,"Team Fortress 2","purchase",1
99189757,"Team Fortress 2","play",1085
30695285,"Counter-Strike","purchase",1
30695285,"Counter-Strike","play",0.2
30695285,"Day of Defeat","purchase",1
30695285,"Deathmatch Classic","purchase",1
30695285,"Ricochet","purchase",1
259648553,"Mad Max","purchase",1
259648553,"Mad Max","play",16.9
201069271,"Dota 2","purchase",1
201069271,"Dota 2","play",4.8
48845802,"Counter-Strike","purchase",1
48845802,"Counter-Strike","play",211
48845802,"Left 4 Dead","purchase",1
48845802,"Left 4 Dead","play",1.1
48845802,"Ricochet","purchase",1
48845802,"Ricochet","play",0.3
48845802,"Day of Defeat","purchase",1
48845802,"Deathmatch Classic","purchase",1
226212066,"Unturned","purchase",1
226212066,"Unturned","play",15
226212066,"Garry's Mod","purchase",1
226212066,"Garry's Mod","play",10.8
226212066,"PAYDAY 2","purchase",1
226212066,"PAYDAY 2","play",6.7
226212066,"Team Fortress 2","purchase",1
226212066,"Team Fortress 2","play",3.6
226212066,"AdVenture Capitalist","purchase",1
226212066,"AdVenture Capitalist","play",2.1
226212066,"Survarium","purchase",1
226212066,"Survarium","play",0.7
226212066,"Heroes & Generals","purchase",1
226212066,"Heroes & Generals","play",0.2
221430493,"Dota 2","purchase",1
221430493,"Dota 2","play",5.3
62923086,"Counter-Strike","purchase",1
62923086,"Counter-Strike","play",91
62923086,"Day of Defeat","purchase",1
62923086,"Deathmatch Classic","purchase",1
62923086,"Half-Life","purchase",1
62923086,"Ricochet","purchase",1
62923086,"Team Fortress Classic","purchase",1
250006052,"Project CARS","purchase",1
250006052,"Project CARS","play",40
65117175,"Faerie Solitaire","purchase",1
65117175,"Faerie Solitaire","play",14.7
65117175,"Dreamfall Chapters","purchase",1
65117175,"Dreamfall Chapters","play",14.6
65117175,"Portal 2","purchase",1
65117175,"Portal 2","play",11.3
65117175,"Toki Tori","purchase",1
65117175,"Toki Tori","play",11.2
65117175,"The Wonderful End of the World","purchase",1
65117175,"The Wonderful End of the World","play",10.5
65117175,"Hacker Evolution","purchase",1
65117175,"Hacker Evolution","play",9.5
65117175,"Portal","purchase",1
65117175,"Portal","play",9.1
65117175,"Thomas Was Alone","purchase",1
65117175,"Thomas Was Alone","play",9
65117175,"Little Inferno","purchase",1
65117175,"Little Inferno","play",8.9
65117175,"BIT.TRIP RUNNER","purchase",1
65117175,"BIT.TRIP RUNNER","play",8.6
65117175,"The Stanley Parable","purchase",1
65117175,"The Stanley Parable","play",7.1
65117175,"Costume Quest","purchase",1
65117175,"Costume Quest","play",7.1
65117175,"RUSH","purchase",1
65117175,"RUSH","play",7.1
65117175,"World of Goo","purchase",1
65117175,"World of Goo","play",5.9
65117175,"Portal 2 - The Final Hours","purchase",1
65117175,"Portal 2 - The Final Hours","play",5.6
65117175,"AaAaAA!!! - A Reckless Disregard for Gravity","purchase",1
65117175,"AaAaAA!!! - A Reckless Disregard for Gravity","play",5.3
65117175,"Machinarium","purchase",1
65117175,"Machinarium","play",5.1
65117175,"VVVVVV","purchase",1
65117175,"VVVVVV","play",5.1
65117175,"Quantum Conundrum","purchase",1
65117175,"Quantum Conundrum","play",4.3
65117175,"The Ball","purchase",1
65117175,"The Ball","play",3.6
65117175,"Torchlight II","purchase",1
65117175,"Torchlight II","play",3.6
65117175,"Jamestown","purchase",1
65117175,"Jamestown","play",3.2
65117175,"BIT.TRIP BEAT","purchase",1
65117175,"BIT.TRIP BEAT","play",2.2
65117175,"Braid","purchase",1
65117175,"Braid","play",2.2
65117175,"Team Fortress 2","purchase",1
65117175,"Team Fortress 2","play",1.3
65117175,"Super Meat Boy","purchase",1
65117175,"Super Meat Boy","play",1.2
65117175,"Bastion","purchase",1
65117175,"Bastion","play",1.1
65117175,"Osmos","purchase",1
65117175,"Osmos","play",1
65117175,"Cogs","purchase",1
65117175,"Cogs","play",1
65117175,"Botanicula","purchase",1
65117175,"Botanicula","play",0.9
65117175,"Killing Floor","purchase",1
65117175,"Killing Floor","play",0.9
65117175,"And Yet It Moves","purchase",1
65117175,"And Yet It Moves","play",0.8
65117175,"NightSky","purchase",1
65117175,"NightSky","play",0.6
65117175,"Ticket to Ride","purchase",1
65117175,"Ticket to Ride","play",0.5
65117175,"Penumbra Overture","purchase",1
65117175,"Penumbra Overture","play",0.4
65117175,"Crayon Physics Deluxe","purchase",1
65117175,"Crayon Physics Deluxe","play",0.3
65117175,"Lucid","purchase",1
65117175,"Lucid","play",0.2
65117175,"Critical Mass","purchase",1
65117175,"Critical Mass","play",0.1
65117175,"Gish","purchase",1
65117175,"Aquaria","purchase",1
65117175,"Costume Quest 2","purchase",1
65117175,"Dead Bits","purchase",1
65117175,"Five Nights at Freddy's 2","purchase",1
65117175,"Hammerfight","purchase",1
65117175,"Left 4 Dead 2","purchase",1
65117175,"Mechanic Escape","purchase",1
65117175,"Psychonauts","purchase",1
65117175,"Race The Sun","purchase",1
65117175,"Really Big Sky","purchase",1
65117175,"Revenge of the Titans","purchase",1
65117175,"Samorost 2","purchase",1
65117175,"Sanctum 2","purchase",1
65117175,"Shank","purchase",1
65117175,"The Talos Principle","purchase",1
227944885,"Dota 2","purchase",1
227944885,"Dota 2","play",62
144004384,"Dota 2","purchase",1
144004384,"Dota 2","play",22
236557903,"Team Fortress 2","purchase",1
236557903,"Team Fortress 2","play",2
236557903,"BLOCKADE 3D","purchase",1
236557903,"BLOCKADE 3D","play",0.3
11373749,"Team Fortress 2","purchase",1
11373749,"Team Fortress 2","play",762
11373749,"Left 4 Dead 2","purchase",1
11373749,"Left 4 Dead 2","play",270
11373749,"Terraria","purchase",1
11373749,"Terraria","play",84
11373749,"Grand Theft Auto V","purchase",1
11373749,"Grand Theft Auto V","play",61
11373749,"Saints Row 2","purchase",1
11373749,"Saints Row 2","play",58
11373749,"Super Meat Boy","purchase",1
11373749,"Super Meat Boy","play",46
11373749,"Left 4 Dead","purchase",1
11373749,"Left 4 Dead","play",44
11373749,"GRID","purchase",1
11373749,"GRID","play",31
11373749,"Worms Reloaded","purchase",1
11373749,"Worms Reloaded","play",23
11373749,"Portal 2","purchase",1
11373749,"Portal 2","play",22
11373749,"Rogue Legacy","purchase",1
11373749,"Rogue Legacy","play",21
11373749,"Spelunky","purchase",1
11373749,"Spelunky","play",19.8
11373749,"Peggle Deluxe","purchase",1
11373749,"Peggle Deluxe","play",19.7
11373749,"Alan Wake","purchase",1
11373749,"Alan Wake","play",19.5
11373749,"Puzzler World 2","purchase",1
11373749,"Puzzler World 2","play",19.1
11373749,"Tomb Raider","purchase",1
11373749,"Tomb Raider","play",18.3
11373749,"Half-Life 2","purchase",1
11373749,"Half-Life 2","play",18.1
11373749,"The Book of Unwritten Tales","purchase",1
11373749,"The Book of Unwritten Tales","play",15.4
11373749,"FEZ","purchase",1
11373749,"FEZ","play",15
11373749,"Guacamelee! Gold Edition","purchase",1
11373749,"Guacamelee! Gold Edition","play",14.4
11373749,"The Walking Dead","purchase",1
11373749,"The Walking Dead","play",14
11373749,"The Testament of Sherlock Holmes","purchase",1
11373749,"The Testament of Sherlock Holmes","play",13.8
11373749,"Just Cause 2","purchase",1
11373749,"Just Cause 2","play",12.7
11373749,"Cook, Serve, Delicious!","purchase",1
